Unnamed: 0,CILUBA,French,Score,Sentiment,Nature,English,Zulu,Afrikaans,Sepedi,Xhosa,Shona
5192,ditangiladilua,visitation,2.0,postive,mot,visitation,ukuhanjelwa,besoek,ketelo,ukutyelelwa,kushanya
5193,ditapuluka,intrigue,-1.0,negative,mot,plot,isakhiwo sendaba,plot,maanomabe,iyelenqe,zano
5194,ditapulula,différence,0.0,neutral,mot,difference,umahluko,verskil,phapano,umahluko,mutsauko
5195,ditatshisha,importunité,-1.0,negative,mot,importunity,ukwelulwa kwabahli,belangrikheid,go reka ka ntle ga go se be le mohola,ukungenisa,kuparadza
5196,ditekemena,espérance,2.0,postive,mot,hope,ithemba,hoop,kholofelo,ithemba,tariro
5197,ditendelela,culte,2.0,postive,mot,worship,dumisa,aanbidding,tumia,unqulo,kunamata
5198,ditengula,circoncision,0.0,neutral,mot,circumcision,ukusoka,besnydenis,lebollo,ulwaluko,kudzingiswa
5199,ditenguladivula,dépouillement,-1.0,negative,mot,counting,ukubalwa,tel,go bala,ukubala,kuverenga
5200,ditentekeshadiabianza,impositiondesmains,2.0,postive,mot,layinghands,ukulala izandla,handoplegging,go robala godimo ga diatla,ukulala kwezandla,kuisa maoko
5202,ditokadikole,blancheur,2.0,postive,mot,whiteness,ubumsulwa,witheid,bosweu,imhlophe,white
5203,ditombokelanzambi,apostasie,-2.0,negative,mot,apostasy,ukuphuza kakhulu,afvalligheid,bohlanogi,uwexuko,kuramba kutenda
5204,ditondadikula,confession,2.0,postive,mot,confession,ukuvuma,belydenis,boipolelo,uvumo,kureurura
5205,ditontolola,contradiction,-1.0,negative,mot,contradiction,ukuphikisa,teenstrydigheid,kganetano,ukuphikisana,kupokana
5206,ditshina,persécuter,-2.0,negative,verbe,persecute,nqamuleza,vervolg,tlaio,thumela,tambudza
5208,dituadiamuelewanvita,tranchant,-1.0,negative,mot,sharp,bukhali,skerp,bogale,bukhali,kupinza
5209,dituamikemu,gémissement,-1.0,negative,mot,groan,ukugquma,kreun,go lla ga go lla,nchu,kugomera
5213,dituku,jourjournée,1.0,postive,mot,dayday,usuku usuku,dag dag,letatiletati la letati,usuku usuku,zuva zuva
5214,ditukudiadiledibua,anniversairedenaissance,2.0,postive,mot,birthday,usuku lokuzalwa,verjaarsdag,letati la matswalo,usuku lokuzalwa,bhavhdhe
5215,ditukudiadisanka,fête,2.0,postive,mot,party,inhlangano,partytjie,mokgatlo,itheko,party
5216,ditukudiamukelenge,jourduseigneur,2.0,postive,mot,dayofthelord,idayoofseolord,dag van die here,dayofthemorena,idayoftelord,dayfithothord
5217,ditumbisha,louange,2.0,postive,mot,praise,dumisa,lofprysing,tumia,indumiso,rumbidzo
5218,ditumikila,soumission,2.0,postive,mot,submission,ukuthobela,voorlegging,boikokobeto,inguquko,kuzviisa pasi
5219,ditupakana,ignorance,-2.0,negative,mot,ignorance,ukungazi,onkunde,go hloka tsebo,ukungazi,kusaziva
5220,diulu,ciel,2.0,postive,mot,sky,isibhakabhaka,hemel,lefaufau,isibhakabhaka,denga
5221,diumusha,enlèvement,2.0,postive,mot,kidnapping,ukuthwala,ontvoering,go thopa ga batho,ukuthintela,kupamba
5222,diumushamuditungadiabantukuyanabumuditungadikuabu,transportation,1.0,postive,mot,transportation,ukuthutha,vervoer,thomelo ka senamelwa,ukuthutha,zvekufambisa
5224,divulangana,débordement,-1.0,negative,mot,overflow,phuphuma,oorloop,go tlala,iphezulu,kufashukira
5225,divuluka,souvenir,2.0,postive,mot,memory,ukukhumbula,geheue,kgopolo,imemori,ndangariro
5229,diyidiunvua,message,2.0,postive,mot,message,izwi elithunyelweyo,boodskap,molaeta,umyalezo,meseji
5230,diyidimue,accord,2.0,postive,mot,agreement,isivumelwano,ooreenkoms,tumelelano,isivumelwano,chibvumirano
5231,diyisha,prédication,2.0,postive,mot,preaching,ukushumayela,prediking,go rera,ukushumayela,kuparidza
5232,diyishameyi,doctrine,2.0,postive,mot,doctrine,imfundiso,leerstelling,thuto,imfundiso,dzidziso
5233,diyoyi,clameur,-1.0,negative,mot,clamor,umkhumbi wakhomba,gerrie,go hlalefeta,iclamor,kupopota
5234,diyoyo,rouble,-1.0,negative,mot,ruble,iceble,roebel,ruble,iruble,rubu
5235,disumpakana,confusion,-2.0,negative,mot,confusion,isidididi,verwarring,tlhakatlhakano,ukudideka,nyonganiso
5236,diyu,uf,0.0,neutral,mot,egg,iqanda,eier,lee,iqanda,zai
5237,tshilulu,voile,0.0,neutral,mot,veil,iveyili,sluier,seiro,isigqubuthelo,chifukidzo
5238,tshilulutshialinetshitoke,linceul,-1.0,negative,mot,shroud,shwimvu,kleed,sekhurumeto,ishroud,shroud
5239,tshilumbu,procès,-1.0,negative,mot,trial,ukuqulwa,verhoor,teko,ulingo,kutongwa
5240,tshilumbuluidi,satribunal,0.0,neutral,mot,tribunal,isinanazelo,satribunaal,satribunal,isatriusal,satribunal
5241,tshimanutshitokesha,paroiblanchie,-1.0,negative,mot,wallwashed,iwallwashere,muur gewas,go hlatswiwa ka lebota,iwallwashed,wallwashed
5242,tshimanyibue,apparent,0.0,neutral,mot,apparent,bonakele,klaarblyklik,bonagalago,kubonakala,zviri pachena
5243,tshimanyinu,preuve,1.0,neutral,mot,evidence,ubufakazi,bewyse,bohlatse,ubungqina,chapupu
5244,tshimanyishilune,marqué,0.0,neutral,mot,brand,phawula,handelsmerk,leswao,uphawu,brand
5245,tshimenga,province,0.0,neutral,mot,province,ingxenye yezwe,provinsie,profense,iphondo,province
5246,tshimengamusoko,ville,1.0,postive,mot,city,idolobha,stad,toropokgolo,isixeko,guta
5247,tshimpe,agréé,2.0,postive,mot,approve,vunyelwe,goedgekeur,dumeletwe,ivunyiwe,yakatenderwa
5248,tshimuanyi,dispersion,-1.0,negative,mot,dispersion,ukuhlakazeka,verspreiding,go phatlalatwa,ukusasazeka,kupararira
5249,tshimuenenu,apparence,0.0,neutral,mot,appearance,ukubonakala,voorkoms,ponagalo,imbonakalo,chitarisiko
5250,tshimuma,fruit,2.0,postive,mot,fruit,isithelo,vrugte,seenywa,iziqhamo,michero
5251,tshimunyi,flambeau,1.0,postive,mot,torch,isihlonti,fakkel,torch,itotshi,torch
5252,tshinayi,quart,0.0,neutral,mot,quarter,iqhezu elilodwa,kwartaal,kotara,ikota,quarter
5253,tshiendelele,perplexité,-1.0,negative,mot,perplexity,ukucabanga,verwarring,go gakanega,ndixakekile,kukanganisa
5254,tshinefuke,précieux,2.0,postive,mot,precious,nqabile,kosbaar,ya bohlokwa,ixabisekile,yakakosha
5255,tshinema,pesant,-1.0,negative,mot,weighing,isisindo,weeg,go ba le boima bja mmele,ubunzima,kurema
5256,tshinene,large,0.0,neutral,mot,wide,banzi,wyd,phara,banzi,wide
5260,tshinfuanyikijieb13,empreinte,1.0,postive,mot,footprint,umaka wonyawo kuenhlabathini,voetspoor,kgato ya maoto,inyawo,tsoka
5261,tshinfuanyikishi,image,2.0,postive,mot,picture,isithombe,prentjie,seswantho,umfanekiso,mufananidzo
5262,tshinfuanyikishi,ressemblance,2.0,postive,mot,resemblance,inswebu,ooreenkomstigheid,go swana,ukufana,kufanana
5263,tshinfyanyi,conforme,2.0,postive,mot,compliant,vumelayo,voldoen,se se sepelelanago le sona,uthobela,kuenderana
5264,tshinkonyatshiamayi,baie,0.0,neutral,mot,bay,itheku,baai,khunwana,bay,bay
5265,tshintu,objet,0.0,neutral,mot,object,nqaba,voorwerp,selo,into,chinhu
5266,tshintutshiatshidimuntumupete,possession,1.0,postive,mot,possession,ukuba nempahla,besit,go ba le,ubuninzi,kuva
5267,tshintutshialuse,aumône,2.0,postive,mot,alms,izipho,aalmoes,dimpho ta dithegofato,iialms,alms
5268,tshintutshianvita,arme,0.0,neutral,mot,armed,hlomile,gewapen,o hlomete ka dibeta,ixhobile,zvombo
5269,tshintutshinyenga,choseextorquée,-1.0,negative,mot,thingextorted,ithimexctorty,ding afgepers,thingextorted,into yento,chinhu
5270,tshintutshienabualu,affaire,0.0,neutral,mot,affair,indaba,affair,kamano,ukuthandana,kudanana
5271,tshintuluntulu,subit,-1.0,negative,mot,subit,indawo,dien in,subit,isitshixo,subit
5274,tshinyangu,dissipation,-2.0,negative,mot,dissipation,ukuhlakazeka,dissipasie,dissipation,ukungasebenzi,kupaza
5275,tshinyengamunvita,butin,1.0,postive,mot,booty,butha,buit,booty,ibooty,booty
5276,tshioshelutshiamanananshi,encensoir,2.0,postive,mot,censer,umcengeli,warmpan,dibapadi ta ditoanto,intsholongwane,censer
5277,tshioshelutshishipelu,autel,2.0,postive,mot,altar,ilathi,altaar,aletare,isibingelelo,atari
5278,tshiota,famille,2.0,postive,mot,family,umndeni,familie,lapa,usapho,mhuri
5279,tshipambuke,désordonné,-1.0,negative,mot,messy,nembayo,morsig,hlakahlakane,ukungcola,messy
5280,tshipanzatshivuadi,vaisseau,0.0,neutral,mot,vessel,umkhumbi,vaartuig,sekepe,inqanawa,mudziyo
5282,tshipebua,dépôt,1.0,postive,mot,deposit,faka,deposito,tipositi,idipozithi,dhipoziti
5283,tshipela,désert,-1.0,negative,mot,desert,hlamuka,woestyn,leganata,intlango,renje
5284,tshipendu,injure,-2.0,negative,mot,insult,eyisa,belediging,maroga,ukuthuka,kutuka
5285,tshipepeletshikone,tempête,-1.0,negative,mot,storm,isivunguvungu,storm,ledimo,isaqhwithi,dutu
5286,tshipepudi,van,0.0,neutral,mot,van,imoto eyisigadla,van,van,van,van
5287,tshipese,morceau,1.0,postive,mot,piece,isiqephu,stuk,karolo,isiqwenga,chidimbu
5289,tshipiminu,balance,0.0,neutral,mot,balance,ukuzimelela,balans,palantshe,ibhalansi,balance
5290,tshipiminutshiabujitu,livre,1.0,postive,mot,book,ibhuku,boek,puku,incwadi,bhuku
5291,tshipiminutshiabulebuamayi,sonde,1.0,postive,mot,probe,icala lolo munye noma,ondersoek,probe,probe,probe
5292,tshipimu,proportion,1.0,postive,mot,proportion,ukulinganisa,proporsie,karolo ya,umlinganiso,chikamu
5293,tshipungidi,alliance,2.0,postive,mot,alliance,isivumelwano sokubambisana,alliansie,selekane sa,umanyano,alliance
5294,tshipupu,tourbillon,-1.0,negative,mot,whirlwind,shirlwind,warrelwind,ledimo la ledimo,iwhirlwind,chimbudzi
5295,walumulunene,fameux,2.0,postive,mot,famous,dumile,beroemd,tumile,idume,ane mukurumbira
5296,waluse,miséricordieux,2.0,postive,mot,merciful,isihe,genadig,kgaugelo ya go ba le kgaugelo,inceba,ngoni
5297,wamabue,rocailleux,-1.0,negative,mot,rocky,namatshe,rotsagtig,lefika la lefika,irocky,dombo
5298,wamuandamukulu,huitième,0.0,neutral,numéral,eighth,sishayagalombili,agtste,boseswai,isibhozo,chesere
5299,wamubidi,charnel,-1.0,negative,mot,carnal,intandane,vleeslik,nama ya nama,inyamakazi,carnal
5300,wanzambimudimu,religieux,2.0,postive,mot,religious,kholiwe,godsdienstig,ya sedumedi,inkolo,chitendero
5301,watshijila,pur,2.0,postive,mot,pure,nalutho,suiwer,hlwekile,icocekile,yakachena
5303,watshitema,neuvième,0.0,neutral,numéral,ninth,okwesishiyagalolunye,negende,senyane,isithoba,chepfumbamwe
5306,tulu,sommeil,1.0,postive,mot,sleep,ukulala,slaap,robala,ukulala,kurara
5307,tumumanvinyo,raisin,0.0,neutral,mot,grapes,amagilebhisi,druiwe,diterebe,iidiliya,muzambiringa
5308,tunvi,fumier,-2.0,negative,mot,manure,ubulongwe,mis,manyoro,umgquba,manyowa
5309,tupamba,filets,1.0,postive,mot,nets,ishiya,nette,maloka a,iminatha,nets
5310,tuseka,moquerie,1.0,postive,mot,mockery,inkalo,bespotting,kgegeo,ukugculelwa,kuseka
5311,udikamamamukaji,vierge,2.0,postive,mot,virgin,intombi egcweleyo,maagd,kgarebe,intombi,mhandara
5312,udikawuyiukumbana,indignement,-2.0,negative,mot,indignantly,ngokunukayo,verontwaardig,ka go galefa,ngentlonelo,nehasha
5313,udikayidisakidila,ingrat,-2.0,negative,mot,ungrateful,ngabongi,ondankbaar,go se be le tebogo,ngokungathandabuzekiyo,vasingaongi
5314,udikayimuakanangane,indigne,-2.0,negative,mot,unworthy,ngafanele,onwaardig,ga e swanelwe ke,ayifanelekanga,zvisina kukodzera
5315,udikayimubingishibue,inexcusable,-2.0,negative,mot,inexcusable,akunakuqhathaniswa,onverskoonbaar,e sa lebalelwego,ngokungakhathali,zvisingagone
5316,udikayimujame,inexpérimenté,-1.0,negative,mot,inexperienced,ongenalwazi,onervare,e se na phihlelo,engenamava,vasina ruzivo
5317,udikayimumanyemukanda,illettré,-2.0,negative,mot,illiterate,ngakwazi ukufunda,ongeletterd,go bala le go ngwala yo a sa tsebego go bala le go ngwala,ukungafundi,vasingadzoreki
5318,udikayimushindame,incertaindanssespensées,-1.0,negative,mot,uncertain,ungaqinisekile emcabangweni wakhe,onseker in sy gedagtes,go se kgonthiege menaganong ya gagwe,engaqinisekanga kwiingcamango zakhe,zvisina chokwadi mupfungwa dzake
5319,udikayimutengula,circoncision,-2.0,negative,mot,circumcision,ngasokile,besnydenis,go se bolote,ukungaluki,kudzingiswa
5320,udikayinebualu,innocent,2.0,postive,mot,innocent,msulwa,onskuldig,hloka molato,umsulwa,asina mhosva
5321,udikayineditekemenakabidi,désespérer,-2.0,negative,verbe,despair,ukuphelelwa yithemba,om te wanhoop,go itlhoboga,ukuphelelwa lithemba,kupererwa
5322,udikayinekudikanda,incontinent,-1.0,negative,mot,incontinent,ngavumelani,inkontinent,go se kgone go itshwara,ukungasebenzi,zvisingagone
5324,udimuelamulawu,maudit,-2.0,negative,mot,cursed,kuqalekisiwe,vervloek,e rogilwe,iqalekisiwe,akatukwa
5325,udimuenamukoso,médisant,-2.0,negative,mot,backbiting,bhekabule emuva,agtergrond,go backbiting,ukubuyisela umva,kudzosera
5326,udimuitaje,croyant,2.0,postive,mot,believer,okhwalwayo,gelowige,modumedi,ikholwa,mutendi
5327,udimupambuke,perverti,-2.0,negative,mot,perverted,kuhlanekezelwe,perverse,e kgopamego,igqwethekile,kutsveneswa
5328,udimusungula,élu,2.0,postive,mot,elected,ekhethwe,uitverkies,e kgethilwe,bonyulwe,vakasarudzwa
5329,udinebundu,honteux,-1.0,negative,mot,ashamed,jabhile,skaam,jewa ke dihlong,zineentloni,kunyara
5330,udinebuowa,timide,-1.0,negative,mot,shy,esabayo,skaam,dihlong,ntloni,kunyara
5331,udinebupole,paisible,2.0,postive,mot,peaceful,thulile,vreedsaam,ka khuto,uxolo,rugare
5332,udinedisakidila,reconnaître,2.0,postive,mot,recognize,khumbula,herken,lemoga,qaphela,ziva
5333,udinedisanka,bienheureux,2.0,postive,mot,blessed,busisekile,geseënd,egofaditwe,usikelelekile,wakakomborerwa
5334,udinelukukaluabiuma,cupide,-2.0,negative,mot,greedy,hahile,gierig,go timana,ukubawa,makaro
5335,udinelukunukunu,zélé,2.0,postive,mot,zealous,shisela,ywerig,e fiegago,ngenzondelelo,vanoshingairira
5336,udinelulamatu,fidèle,2.0,postive,mot,faithful,thembekile,getrou,botega,ithembekile,kutendeka
5337,udinelumulunene,distingué,2.0,postive,mot,distinguished,dilicaged,uitsonderlik,e hlomphega,ukwahlulahlula,kusiyaniswa
5338,udinelutulu,patient,2.0,postive,mot,patient,nesineke,geduldig,molweti,isigulana,murwere
5340,udinemunana,hydropique,-1.0,negative,mot,dropsical,kwehla,druppies,dropsical,istriptical,kudonha
5341,udinemuoyo,vivant,2.0,postive,mot,alive,zwayo,lewendig,phela,uyaphila,vapenyu
5342,udipabuipinemuntu,voisin,2.0,postive,mot,neighbor,umakhelwane,buurman,moagiani,ummelwane,muvakidzani
5343,udiudisuila,volontaire,2.0,postive,mot,voluntary,ngokuzinikela,vrywillig,boithaopo,ngokuzithandela,nokuzvidira
5344,udiukengautata,affligé,-2.0,negative,mot,distressed,nobuhlungu,benoud,o tlamegile,ixinezelekile,kushungurudzika
5345,udiulamatshijila,incontinent,2.0,postive,mot,incontinent,izwekazi,inkontinent,kontinente,ilizwekazi,continent
5346,udiulondantedeleluwabuenayuda,prosélyte,2.0,postive,mot,proselyte,umguquki,proseliet,proselyte,iproslyte,kutendeuka
5347,udiupitamalubukole,victorieux,2.0,postive,mot,victorious,nqobha,oorwinnend,mofenyi,uloyiso,kukunda
5348,udiusama,infirme,-2.0,negative,mot,crippled,kukhubazekile,kreupel,go golofala,kuqhubekile,zvirema
5349,udiusanka,joyeux,2.0,postive,mot,happy,eneme,gelukkig,thabile,bonwabile,kufara
5350,udiuzakala,tremblant,-1.0,negative,mot,trembling,bheshekayo,bewend,go thothomela,ukungcangcazela,kudedera
5351,udiwenzabibi,inconvenance,-2.0,negative,mot,unseemly,empeleni empeleni,onbehoorlik,ka mo go sa swanelago,ngokungafanelekanga,zvisingaonekwe
5352,ufuafua,mourant,-2.0,negative,mot,dying,okokufa,sterf,go hwa,ukufa,kufa
5353,ukungula,rugissant,-1.0,negative,mot,roaring,bhosa,gebrul,go rora,ukugquma,kuhukura
5355,unakila,persévérant,2.0,postive,mot,persevering,wabaphakelayo,volhardend,go phegelela,ukunyamezela,kutsungirira
5356,utamba,surabondant,2.0,postive,mot,overabundant,banzi,oorvloedig,se se lego gona ka mo go feteletego,ngaphezulu,kuwedzera
5358,utemakapia,brûlant,2.0,postive,mot,burning,vulayo,brandende,go fia,ukutshisa,kupisa
5359,utshianawamuishibua,nourrisson,1.0,postive,mot,infant,usana,baba,lesea,usana,mucheche
5360,utshidikamama,chaste,2.0,postive,mot,chaste,umsulwa,kuis,go hlweka,chaste,chete
5361,tshisaka,panier,0.0,neutral,mot,basket,ubhasikidi,mandjie,seroto,ibhasikithi,tswanda
5362,tshisalu,marché,0.0,neutral,mot,walk,vakasha,loop,sepela,hamba,famba
5363,tshisamba,tribu,1.0,postive,mot,tribe,isizwana,stam,morafe,isizwe,dzinza
5364,tshisanga,ile,0.0,neutral,mot,island,isiqhingi,eiland,sehlakahlaka,isiqithi,island
5365,tshisangisha,mélange,0.0,neutral,mot,blend,xubanisa,meng,tswakanya,dibanisa,sanganisa
5367,tshisatutshiapa,tiers,0.0,neutral,mot,party,ilungu langaphandle,derde party,motho wa boraro,iqela lesithathu,wechitatu bato
5368,tshiseba,cuir,0.0,neutral,mot,leather,isikhumba esishukiweyo,leer,mokgopa,ulusu,ganda
5369,tshisebatshiakufundila,parcheminpeau,0.0,neutral,mot,parchmenthide,isikhumba fihla,perkament verstek,letlalo la letlalopatago,isikhumba fihla,parment kuvanza
5370,tshisenesha,uni,2.0,postive,mot,united,hlangene,verenigde,united,umanyani,united
5371,tshishi,teigne,-1.0,negative,mot,ringworm,inhloso,ringwurm,seboko sa ringworm,ringworm,ringurm
5373,tshishikulatshimuenembomboinayinebinunubinayi,centquarantequatremille,0.0,neutral,nombre,fortyfour,izinkulungwane eziyikhulu amashumi amane nane,honderd vier en veertig duisend,dikete te lekgolo le masomennenne,ikhulu elinamashumi amane anesine amawaka,zana nemakumi mana nevana zviuru
5374,tshishima,miraculeux,2.0,postive,mot,miraculous,ngokuyisimangaliso,wonderbaarlik,mohlolo,ummangaliso,zvinoshamisa
5375,tshishimikidi,soutien,2.0,postive,mot,support,singatha,ondersteuning,thekga,inkxaso,tsigiro
5376,tshishindame,immobile,1.0,postive,mot,immobile,indlovumula,onbeweeglik,go se ikinyege,imoto,marou
5377,tshishipelu,boucherie,-2.0,negative,mot,butchersshop,isitolo sebutchers,slaghuis,lebenkele la butcher,ivenkile yebutcher,chitoro chebhotera
5378,tshisombedi,siège,1.0,postive,mot,seat,isihlalo,sitplek,madulo,isihlalo,chigaro
5379,tshisonga,chardon,-1.0,negative,mot,thistle,thi tistle,distel,thistle,nje,thtle
5380,tshisuikidinkanu,lien,1.0,postive,mot,link,ulungu lokuthile,skakel,amanya,ikhonkco,chinongedzo
5381,tshisumbu,compagnie,0.0,neutral,mot,company,iviyo,maatskappy,khamphani,inkampani,kambani
5382,tshisumbutshiabanayi,bande,0.0,neutral,mot,band,isibopho,band,lepanta,band,bhendi
5383,tshisumbutshiabantu,attroupement,-1.0,negative,mot,gathering,idili,byeenkoms,kopano,ukuqokelela,kuungana
5384,tshisumbutshiabenanvita,armée,2.0,postive,mot,army,impi,weermag,seole,umkhosi,mauto
5385,tshisumbutshiamasalayi,cohorte,1.0,postive,mot,cohort,cohort,kohort,sehlopha sa sehlopha,cohort,cohort
5386,tshisumbutshianyama,troupeau,0.0,neutral,mot,herd,idanzi,kudde,mohlape,umhlambi,herd
5388,tshitadikulambula,tribut,1.0,postive,mot,tribute,okuhlonipha,huldeblyk,tribute,irhafu,mutero
5389,tshitakutshiabuatu,poupe,0.0,neutral,mot,stern,zithiba,stern,selemo sa ka morago,rhabaxa,sters
5390,tshitalale,doux,2.0,postive,mot,soft,potozelayo,sag,boleta,ithambile,nyoro
5391,tshitambala,suaire,-1.0,negative,mot,shroud,shwimvu,kleed,sekhurumeto,ishroud,shroud
5393,tshitangidilu,théâtre,1.0,postive,mot,theater,ithiyeta,teater,theatre,ithiyetha,theatre
5394,tshitapitapi,onguent,2.0,postive,mot,ointment,okokugcobisa umzimba,salf,setlolo,ioyile,oiri
5395,tshitekelutshiamakasa,marchepied,1.0,postive,mot,footboard,ibhodi,voetbord,letlapa la maoto,ikhibhodi,tsoka
5396,tshitekelutshiaminda,chandelier,2.0,postive,mot,candlestick,ikhandlela,kandelaar,kerese ya go swara kerese,isikhandlela,chigadziko
5397,tshitema,brillant,2.0,postive,mot,bright,gqamile,helder,phadimago,iqaqambile,kupenya
5398,tshitendelelu,sanctuaire,2.0,postive,mot,sanctuary,isiphephelo,heiligdom,sekgethwa,ingcwele,sanda
5399,tshitoke,blanc,2.0,postive,mot,white,okumhlophe,wit,thweu,mhlophe,chena
5400,tshitoketoke,livide,-1.0,negative,mot,livid,bubhegqayela,lewendig,livid,icacile,lidvid
5401,tshitotshi,boue,-2.0,negative,mot,mud,ibishi,modder,leraga,udaka,matope
5402,tshitshiu,dureté,-1.0,negative,mot,hardness,ubunzima,hardheid,go thatafala,ubunzima,kuomesa
5403,tshituamueleanyikele,tranchant,-1.0,negative,mot,sharp,bukhali,skerp,bogale,bukhali,kupinza
5404,tshituadilutshiatshitalu,bière,0.0,neutral,mot,beer,ubhiya,bier,piri,ibhiya,doro
5406,tshituetshiamua,aigu,1.0,postive,mot,acute,hlabayo,akute,bogale,ubuhlungu,acute
5409,tshiula,grenouille,0.0,neutral,mot,frog,iselesele,padda,segwagwa,isele,chura
5412,tshiuyuya,tiède,-1.0,negative,mot,lukewarm,lukewarm,louwarm,bofofu,dadawarm,kudziya
5413,tshivulangane,varié,1.0,postive,mot,varied,nhlobonhlobo,gevarieerd,e fapafapana,eyahlukileyo,dzakasiyana siyana
5414,tshivulukidi,mémoire,2.0,postive,mot,memory,ukukhumbula,geheue,kgopolo,imemori,ndangariro
5415,tshiyole,famine,-2.0,negative,mot,famine,indlala,hongersnood,tlala,indlala,nzara
5416,tshume,sec,-1.0,negative,mot,dry,omile,droog,omile,yomile,kuoma
5418,tsilulutshipuekele,costumedécent,2.0,postive,mot,decentsuit,ihortent suit,ordentlik pak,sutu e hlomphehang,isuti efanelekileyo,sutu yakanaka
5419,tsjiji,rage,-2.0,negative,mot,rage,intukuthelo esabisayo,woede,pefelo,ingqumbo,kutsamwa
5420,tujila,ruelle,0.0,neutral,mot,alley,umhubhe,steeg,alley,ialley,alley
5424,tshienalomo,latin,0.0,neutral,mot,latin,isilatini,latyn,selatine sa selatine,isilatini,ratini
5425,tshiendelele,ajamais,2.0,postive,mot,never,aver,nooit,a n o r t o n g,abhuti,hanhose
5426,tshiendelu,parvis,1.0,postive,mot,courtyard,igceke,binnehof,lebala,intendelezo,chivanze
5427,tshienzedi,action,2.0,postive,mot,action,ukwenza,aksie,kgato,isenzo,chiito
5428,tshienzedimalu,uvre,2.0,postive,mot,artwork,ubuciko,kunswerk,moomo wa bokgabo,umsebenzi wobugcisa,artwork
5429,tshieya,garant,1.0,postive,mot,guarantor,umphathi,borg,motiisetso,isiqinisekiso,guarantor
5430,tshifuafua,mortel,-1.0,negative,mot,mortal,phethe,sterflike,motho yo a hwago,umntu,walm
5431,tshifufu,complot,-2.0,negative,mot,conspiracy,umbimbi,sameswering,go loga maanomabe,iyelenqe,kurangana
5432,tshifukibua,créature,2.0,postive,mot,creature,isilwane,skepsel,sebopiwa,isidalwa,chisikwa
5433,tshifukibuatshipiatshipia,nouvellecréation,2.0,postive,mot,creation,indalo entsha,nuwe skepping,tlholo e mpsha,indalo entsha,chisiko chitsva
5434,tshifulu,casque,1.0,postive,mot,helmet,umgqomo,helm,lekarapa,isigcinantloko,ngowani
5435,tshifulutshiabutumbi,diadème,2.0,postive,mot,tiara,tisana,tiara,tiara,itiara,tiara
5437,tshiji,colère,-1.0,negative,mot,anger,intukuthelo,woede,pefelo,umsindo,kutsamwa
5438,tshijitshikole,fureur,-2.0,negative,mot,fury,isibhengubhengu,woede,kgalefo,ubushushu,hasha
5441,tshijilamu,saintement,2.0,postive,mot,holy,ngcwele,heilig,kgethwa,ngcwele,mutsvene
5442,tshijilawa,saint,2.0,postive,mot,saint,usanti,heilige,mokgethwa,eng,saint
5445,tshikoleaditshidi,grave,-1.0,negative,mot,severe,khulu,ernstig,oro,kakhulu,zvakanyanya
5447,tshikololomukanku,aigle,1.0,postive,mot,eagle,ukhozi,arend,nthu,ukhozi,eagle
5449,tshikondo,moment,1.0,postive,mot,moment,isikhashana,oomblik,nakwana,umzuzu,nguva
5450,tshikondoetshi,actuel,2.0,postive,mot,current,dlulayo,huidige,bjale,okwangoku,zvazvino
5453,tshikowelu,vêtement,1.0,postive,mot,garment,isigqoko,kledingstuk,seaparo sa,ingubo,nguo
5454,tshikoyeke,immonde,-2.0,negative,mot,filthy,ngcolile kakhulu,vieslik,dithila,ngcolile,tsvina
5455,tshikumbane,assezutile,1.0,postive,mot,quiteuseful,buze,redelik nuttig,e tloga e le e nago le mohola,ngethu,zvinoshandisa
5456,tshikumbanetshiûja,complet,2.0,postive,mot,complete,feza,voltooi,felelete,gcwalisa,zadzisa
5457,tshikusu,ver,-1.0,negative,mot,worm,impethu,wurm,seboko,umbungu,honye
5458,tshikututshiakapia,fournaise,-2.0,negative,mot,furnace,imbuthuma,oond,sebjana sa go fia,isithando somlilo,choto
5459,tshikututshipukatshiamitshi,buisson,0.0,neutral,mot,bush,ihlathi,bush,sethokgwa,ityholo,bush
5462,tshilele,coutume,1.0,postive,mot,custom,umkhuba,pasgemaak,tlwaelo,isiko,tsika
5463,tshileletshibidilu,habitude,1.0,postive,mot,habit,isiko,gewoonte,setlwaedi,umkhwa,tsika
5464,tshilelela,véritable,2.0,postive,mot,true,qotho,waar,nnete,inyani,chokwadi
5465,tshilelelatshiatshinfuanyi,antitype,0.0,neutral,mot,antitype,ukuwobelana,antitipe,antitype,antifity,fananidze
5466,tshilema,faute,-1.0,negative,mot,mistake,iphutha,fout,phoo,impazamo,kukanganisa
5468,tshileshelu,formule,1.0,postive,mot,formula,uhlobo,formule,formula,ifomula,formula
5469,tshilobeshi,proie,-1.0,negative,mot,prey,inyamazane edliwayo,prooi,sebolawa,ixhoba,pwanya
5470,tshilongo,fleur,2.0,postive,mot,flower,umqhakazo,blom,letoba,intyatyambo,ruva
5471,tshilota,songe,2.0,postive,mot,dream,iphupha,droom,toro,iphupha,kurota
5472,tshilotalota,extase,2.0,postive,mot,ecstasy,enyanyayo,ekstase,ekgola,ecstasy,ecstasy
5476,tshiapatupu,déshonneur,-2.0,negative,mot,dishonor,ukuhlamba,oneer,go hlomphollwa,ihlazo,kushoora
5479,tshiatshitshiu,peuple,1.0,postive,mot,people,abantu,mense,batho,abantu,vanhu
